Username,Rank,Played,Victories,WinPercentage,Deaths,Blocks Destroyed,Powerups Collected,Vaults Used,BlocksPerGame,PowerupsPerGame,VaultsPerGame
Darkzin2983,40,130,81,0.62,46,"97,332",364,93,748.7076923,2.8,0.7153846154
Thrylos22719,41,182,81,0.45,101,"191,057",395,11,1049.763736,2.17032967,0.06043956044
SignedSoup7201,42,194,81,0.42,104,"138,186",587,356,712.2989691,3.025773196,1.835051546
tommybest12370,43,181,78,0.43,92,"122,124",408,330,674.718232,2.254143646,1.82320442
Catvpick,44,150,78,0.52,72,"114,477",617,246,763.18,4.113333333,1.64
Hayato10123620,45,234,75,0.32,153,"157,341",630,611,672.3974359,2.692307692,2.611111111
oMqex,46,168,74,0.44,92,"139,407",445,233,829.8035714,2.648809524,1.386904762
BobbyBarty,47,135,71,0.53,51,"99,081",406,183,733.9333333,3.007407407,1.355555556
Katch 22,48,115,70,0.61,45,"102,747",388,143,893.4521739,3.373913043,1.243478261
HomelikeMite257,49,156,69,0.44,84,"150,860",441,207,967.0512821,2.826923077,1.326923077
CUTE CREAM9121,50,250,68,0.27,173,"174,482",529,696,697.928,2.116,2.784
Ryder93149743,51,122,68,0.56,52,"97,861",411,191,802.1393443,3.368852459,1.56557377
DarwinEX123,52,99,67,0.68,30,"80,214",401,144,810.2424242,4.050505051,1.454545455
sinsin122,53,167,66,0.40,92,"94,934",614,418,568.4670659,3.676646707,2.502994012
TaupeData249056,54,128,66,0.52,53,"125,516",613,277,980.59375,4.7890625,2.1640625
APRICOT159,55,96,65,0.68,31,"75,375",424,161,785.15625,4.416666667,1.677083333
Buraizx012,56,105,65,0.62,39,"142,259",728,247,1354.847619,6.933333333,2.352380952
Tobi3DHD,57,110,65,0.59,43,"80,852",321,179,735.0181818,2.918181818,1.627272727
dabirb3612,58,122,64,0.52,57,"93,402",329,195,765.5901639,2.696721311,1.598360656
RedFoxNinja90,59,72,64,0.89,7,"58,954",326,22,818.8055556,4.527777778,0.3055555556
ItsE1ght,60,85,64,0.75,21,"75,693",393,111,890.5058824,4.623529412,1.305882353
JadeTheBlade327,61,113,64,0.57,49,"75,184",370,229,665.3451327,3.274336283,2.026548673
Souhimoya,62,117,63,0.54,54,"107,175",443,132,916.025641,3.786324786,1.128205128
Buzzybeegamer,63,123,63,0.51,60,"93,334",351,348,758.8130081,2.853658537,2.829268293
TeakBoot,64,185,63,0.34,122,"137,173",239,196,741.4756757,1.291891892,1.059459459
Sombrero45,65,122,63,0.52,55,"100,583",521,219,824.4508197,4.270491803,1.795081967
xTvoY ZakaTx,66,96,62,0.65,29,"67,416",214,89,702.25,2.229166667,0.9270833333
ColdBrew825432,67,169,61,0.36,106,"115,825",237,188,685.3550296,1.402366864,1.112426036
Niklascraft1907,68,154,61,0.40,89,"118,802",317,239,771.4415584,2.058441558,1.551948052
MrFungus9610,69,131,61,0.47,62,"20,095",52,13,153.3969466,0.3969465649,0.09923664122
DeepCharmz,70,101,60,0.59,40,"94,521",408,137,935.8514851,4.03960396,1.356435644
FrontFlyer39534,71,309,59,0.19,243,"193,405",509,926,625.9061489,1.647249191,2.996763754
xSelpas,72,63,59,0.94,4,"51,378",224,28,815.5238095,3.555555556,0.4444444444
Dewdrop3510,73,227,59,0.26,164,"160,029",361,275,704.9735683,1.59030837,1.211453744
Emerald57113531,74,89,59,0.66,24,"70,628",367,241,793.5730337,4.123595506,2.707865169
Cleudinho123,75,669,59,0.09,589,"399,768",817,454,597.5605381,1.22122571,0.6786248132
Crystall1fe,76,133,58,0.44,70,"112,609",333,258,846.6842105,2.503759398,1.939849624
willb106,77,86,57,0.66,28,"75,957",316,139,883.2209302,3.674418605,1.61627907
champions4786,78,134,57,0.43,75,"110,276",406,376,822.9552239,3.029850746,2.805970149
BustingItDown4U,79,112,57,0.51,55,"108,928",619,304,972.5714286,5.526785714,2.714285714
Wedsine309448,80,123,57,0.46,59,"106,617",351,155,866.804878,2.853658537,1.260162602
willxoxo uwu,81,67,55,0.82,10,"45,953",228,49,685.8656716,3.402985075,0.7313432836
exa,82,134,55,0.41,74,"93,595",321,248,698.4701493,2.395522388,1.850746269
GentleGold96110,83,78,55,0.71,20,"59,130",320,58,758.0769231,4.102564103,0.7435897436
GalwayGirlJP,84,74,55,0.74,19,"63,116",230,150,852.9189189,3.108108108,2.027027027
Ash Rubix,85,100,55,0.55,42,"90,506",340,48,905.06,3.4,0.48
im the best8041,86,100,54,0.54,45,"87,899",377,226,878.99,3.77,2.26
Wafflez7610,87,165,54,0.33,104,"123,552",349,295,748.8,2.115151515,1.787878788
Melchizedek7423,88,252,54,0.21,193,"167,110",602,636,663.1349206,2.388888889,2.523809524
rv3nzr0,89,201,54,0.27,137,"155,138",388,258,771.8308458,1.930348259,1.28358209
josecin770,90,103,54,0.52,45,"89,112",267,59,865.1650485,2.59223301,0.572815534
Dynamatron28,91,187,54,0.29,111,"106,673",404,379,570.4438503,2.160427807,2.026737968
Polacek5640,92,81,54,0.67,26,"69,521",210,119,858.2839506,2.592592593,1.469135802
Nixo990,93,108,53,0.49,53,"95,118",278,131,880.7222222,2.574074074,1.212962963
Herocrime4023,94,63,53,0.84,9,"60,806",256,116,965.1746032,4.063492063,1.841269841
Ali Gaming 0807,95,238,53,0.22,175,"145,331",360,333,610.6344538,1.512605042,1.399159664
BluBlitz6,96,99,53,0.54,42,"85,670",234,130,865.3535354,2.363636364,1.313131313
CaptainHC41,97,138,53,0.38,84,"107,379",413,333,778.1086957,2.992753623,2.413043478
CyberPollo8258,98,134,53,0.40,75,"98,333",346,50,733.8283582,2.582089552,0.3731343284
skinskin0329sur,99,277,53,0.19,217,"149,555",430,544,539.9097473,1.55234657,1.963898917
CivilSatyr51424,100,121,53,0.44,56,"96,149",302,17,794.6198347,2.495867769,0.1404958678
Tahriq16YT,1,"1,698","1,616",0.95,73,"1,152,862","7,273","2,422",678.9528857,4.283274441,1.426383981
S04ky,2,756,734,0.97,18,"552,878","3,477",740,731.3201058,4.599206349,0.9788359788
qDzrk,3,610,442,0.72,167,"493,321","2,513",822,808.7229508,4.119672131,1.347540984
CipherShell,4,548,433,0.79,108,"448,682","2,611",930,818.7627737,4.76459854,1.697080292
lolNolan,5,411,381,0.93,24,"298,665","1,782",259,726.6788321,4.335766423,0.6301703163
Eggy 399,6,381,275,0.72,71,"193,020","1,433",521,506.6141732,3.761154856,1.367454068
REA1204,7,330,271,0.82,41,"367,869","2,036",200,1114.754545,6.16969697,0.6060606061
RedFoxNinja90,8,291,250,0.86,32,"244,740","1,507",112,841.0309278,5.178694158,0.3848797251
GG Andrew XD,9,479,235,0.49,235,"335,228","2,121","1,376",699.8496868,4.427974948,2.872651357
stevewither7,10,237,230,0.97,7,"180,943",926,138,763.4725738,3.907172996,0.582278481
MARIYA101111,11,454,225,0.50,224,"317,390","1,108",764,699.0969163,2.440528634,1.682819383
ImportedLake177,12,246,218,0.89,25,"253,616","1,378",133,1030.95935,5.601626016,0.5406504065
DeepCharmz,13,317,211,0.67,105,"298,968","1,336",419,943.1167192,4.214511041,1.321766562
HTViking,14,242,195,0.81,47,"250,512","1,510",243,1035.173554,6.239669421,1.004132231
II TONY JR II,15,226,171,0.76,49,"211,038",936,173,933.7964602,4.14159292,0.7654867257
nt0SKRNL,16,192,161,0.84,31,"142,752",574,170,743.5,2.989583333,0.8854166667
ilahzi,17,241,151,0.63,84,"202,545",838,345,840.4356846,3.477178423,1.43153527
EXD Gusss,18,242,149,0.62,91,"209,791","1,022",410,866.9049587,4.223140496,1.694214876
HighwireYiff,19,235,147,0.63,87,"219,574","1,363",444,934.3574468,5.8,1.889361702
xRqbid,20,156,144,0.92,11,"121,724",643,91,780.2820513,4.121794872,0.5833333333
MiguelFacte,21,157,142,0.90,14,"145,260",718,109,925.2229299,4.573248408,0.6942675159
GalwayGirlJP,22,178,139,0.78,31,"157,830",631,328,886.6853933,3.54494382,1.842696629
GibborHosea,23,455,135,0.30,307,"305,267",837,735,670.9164835,1.83956044,1.615384615
Yuzuriha851310,24,185,133,0.72,45,"134,457",821,267,726.7945946,4.437837838,1.443243243
Biotinuwu,25,291,126,0.43,161,"253,444",879,580,870.9415808,3.020618557,1.993127148
Scoopy2006,26,197,123,0.62,71,"172,792",621,305,877.1167513,3.152284264,1.54822335
Profroghunter,27,190,121,0.64,68,"187,240",694,251,985.4736842,3.652631579,1.321052632
Wonderz8696,28,340,120,0.35,207,"263,168",644,1,774.0235294,1.894117647,0.002941176471
Simple2Win,29,197,117,0.59,59,"10,232",28,41,51.93908629,0.1421319797,0.2081218274
SKY CRAFT661,30,227,117,0.52,107,"181,123",638,386,797.8986784,2.810572687,1.700440529
justMuzan15,31,691,116,0.17,569,"362,464",780,"1,162",524.5499276,1.128798842,1.681620839
MaxElpana6410,32,238,113,0.47,81,"181,294",628,137,761.7394958,2.638655462,0.5756302521
Vaghalla,33,158,112,0.71,34,"131,560",398,191,832.6582278,2.518987342,1.208860759
wriestcrayon429,34,195,112,0.57,81,"171,195",609,444,877.9230769,3.123076923,2.276923077
ulq1o,35,162,110,0.68,44,"132,354",544,153,817,3.358024691,0.9444444444
aintlew7199,36,318,108,0.34,202,"264,175",951,410,830.7389937,2.990566038,1.289308176
QueFlowers,37,190,104,0.55,72,"177,067",790,228,931.9315789,4.157894737,1.2
OutragedRelic22,38,196,102,0.52,91,"141,458",514,265,721.7244898,2.62244898,1.352040816
SammyPreyOvO,39,148,98,0.66,42,"151,368",711,318,1022.756757,4.804054054,2.148648649
SoughtBook46787,40,267,96,0.36,148,"186,237",449,550,697.5168539,1.68164794,2.059925094
FrontFlyer39534,41,368,94,0.26,256,"244,770",585,"1,057",665.1358696,1.589673913,2.872282609
TakeoutCrib7553,42,236,94,0.40,131,"228,620",809,389,968.7288136,3.427966102,1.648305085
PoorCat,43,121,93,0.77,26,"52,570",532,193,434.4628099,4.396694215,1.595041322
Marcospro7235,44,159,93,0.58,63,"124,646",631,353,783.9371069,3.968553459,2.220125786
TYzxinmar,45,113,91,0.81,21,"112,401",568,86,994.699115,5.026548673,0.7610619469
Miruzyamu,46,150,91,0.61,56,"110,200",485,85,734.6666667,3.233333333,0.5666666667
Wedsine309448,47,183,88,0.48,86,"161,508",565,129,882.557377,3.087431694,0.7049180328
caIigk,48,89,87,0.98,2,"73,315",476,20,823.7640449,5.348314607,0.2247191011
RedFlqre,49,88,84,0.95,4,"75,575",402,33,858.8068182,4.568181818,0.375
hezzeus,50,116,84,0.72,23,"105,055",473,176,905.6465517,4.077586207,1.517241379
NpC1200,51,117,82,0.70,35,"113,813",385,122,972.7606838,3.290598291,1.042735043
calamari510,52,101,81,0.80,20,"69,439",349,92,687.5148515,3.455445545,0.9108910891
BMvboulder013,53,193,81,0.42,108,"125,253",596,448,648.9792746,3.088082902,2.321243523
Donut3x,54,171,81,0.47,90,"119,564",460,304,699.2046784,2.69005848,1.777777778
XxBavovnAxX,55,146,80,0.55,61,"93,173",446,228,638.1712329,3.054794521,1.561643836
Abditive Sun,56,104,80,0.77,24,"97,688",495,127,939.3076923,4.759615385,1.221153846
SushantFX,57,252,79,0.31,153,"216,531",612,326,859.25,2.428571429,1.293650794
CHE GU4VARA,58,174,78,0.45,86,"121,134",385,311,696.1724138,2.212643678,1.787356322
PucePluto345546,59,188,76,0.40,109,"128,354",422,379,682.7340426,2.244680851,2.015957447
Kog080974852,60,162,76,0.47,84,"133,030",351,108,821.1728395,2.166666667,0.6666666667
Quuacked,61,85,75,0.88,5,"58,088",350,43,683.3882353,4.117647059,0.5058823529
II Auror II,62,185,74,0.40,110,"160,599",448,268,868.1027027,2.421621622,1.448648649
V Cailyx V,63,103,74,0.72,28,"104,189",314,161,1011.543689,3.048543689,1.563106796
BurningBrady,64,102,74,0.73,23,"81,137",261,160,795.4607843,2.558823529,1.568627451
CatchingSand841,65,97,73,0.75,17,"77,269",300,144,796.5876289,3.092783505,1.484536082
Catvpick,66,148,73,0.49,73,"104,486",523,213,705.9864865,3.533783784,1.439189189
Rodawg4978,67,106,72,0.68,32,"66,439",298,93,626.7830189,2.811320755,0.8773584906
QwertyXD5157,68,400,72,0.18,304,"271,608",687,6,679.02,1.7175,0.015
bneoni,69,93,72,0.77,21,"79,726",326,127,857.2688172,3.505376344,1.365591398
AlienBiscuit125,70,100,71,0.71,29,"89,336",386,120,893.36,3.86,1.2
endaaman22,71,221,71,0.32,147,"190,077",880,643,860.0769231,3.981900452,2.909502262
Matteopuch,72,187,71,0.38,101,"121,892",636,343,651.828877,3.401069519,1.834224599
kxyuitq,73,143,71,0.50,71,"133,533",411,215,933.7972028,2.874125874,1.503496503
DillyBiggz,74,138,70,0.51,65,"125,901",402,455,912.326087,2.913043478,3.297101449
xTvoY ZakaTx,75,109,70,0.64,32,"80,978",287,129,742.9174312,2.633027523,1.183486239
TonyNoll315,76,120,70,0.58,47,"99,137",372,120,826.1416667,3.1,1
MaryPod2000,77,147,69,0.47,57,"88,981",387,253,605.3129252,2.632653061,1.721088435
Matsuri 3800,78,185,68,0.37,116,"143,510",464,234,775.7297297,2.508108108,1.264864865
GentleGold96110,79,105,67,0.64,36,"83,501",395,78,795.247619,3.761904762,0.7428571429
WearyEagle77054,80,420,67,0.16,325,"236,032",735,883,561.9809524,1.75,2.102380952
Mekuron2189,81,116,66,0.57,42,"118,879",486,227,1024.818966,4.189655172,1.956896552
SijenFox16,82,178,66,0.37,110,"144,427",348,17,811.3876404,1.95505618,0.09550561798
Fx general68,83,178,66,0.37,100,"135,878",439,444,763.3595506,2.466292135,2.494382022
The Scary7239,84,172,66,0.38,98,"112,946",448,298,656.6627907,2.604651163,1.73255814
Zuliki120124,85,190,64,0.34,124,"139,379",384,175,733.5736842,2.021052632,0.9210526316
AsleepSun7019,86,136,64,0.47,69,"123,564",215,114,908.5588235,1.580882353,0.8382352941
